_Id,_UserId,_Name,_Date,_Class,_TagBased
1189,4808,Citizen Patrol,2020-04-17T09:39:20.067,3,False
1,18,Autobiographer,2016-01-12T18:44:50.493,3,False
2,17,Autobiographer,2016-01-12T18:44:50.493,3,False
3,10,Autobiographer,2016-01-12T18:44:50.493,3,False
4,11,Autobiographer,2016-01-12T18:44:50.493,3,False
5,25,Autobiographer,2016-01-12T18:59:56.183,3,False
6,23,Autobiographer,2016-01-12T18:59:56.183,3,False
7,1,Autobiographer,2016-01-12T19:15:06.200,3,False
8,30,Autobiographer,2016-01-12T19:15:06.200,3,False
9,47,Autobiographer,2016-01-12T19:50:26.590,3,False
12,54,Autobiographer,2016-01-12T20:05:30.667,3,False
16,65,Autobiographer,2016-01-12T20:26:43.607,3,False
17,63,Autobiographer,2016-01-12T20:26:43.607,3,False
18,9,Autobiographer,2016-01-12T20:26:43.607,3,False
19,16,Autobiographer,2016-01-12T20:26:43.607,3,False
20,50,Autobiographer,2016-01-12T20:26:43.607,3,False
26,60,Autobiographer,2016-01-12T20:41:49.063,3,False
28,62,Autobiographer,2016-01-12T20:41:49.063,3,False
30,72,Autobiographer,2016-01-12T21:01:51.573,3,False
31,43,Autobiographer,2016-01-12T21:01:51.573,3,False
40,20,Autobiographer,2016-01-12T21:16:57.803,3,False
45,95,Autobiographer,2016-01-12T21:35:29.053,3,False
49,3,Autobiographer,2016-01-12T22:05:47.840,3,False
50,100,Autobiographer,2016-01-12T22:05:47.840,3,False
54,107,Autobiographer,2016-01-12T22:20:53.780,3,False
55,111,Autobiographer,2016-01-12T22:20:53.780,3,False
56,4,Autobiographer,2016-01-12T22:20:53.780,3,False
57,109,Autobiographer,2016-01-12T22:20:53.780,3,False
58,82,Autobiographer,2016-01-12T22:20:53.780,3,False
62,113,Autobiographer,2016-01-12T22:42:43.153,3,False
65,119,Autobiographer,2016-01-12T22:57:43.123,3,False
67,2,Autobiographer,2016-01-12T23:15:13.470,3,False
70,56,Autobiographer,2016-01-12T23:53:37.053,3,False
71,61,Autobiographer,2016-01-12T23:53:37.053,3,False
